Category,Outbreak,Location 1 1,Location 1 2 1,Location 1 2 2,Continent,Lat,Long,Date,Year,Cases,Fatalities,Impact Scale,Source Citation,Source,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27
Other,Meningitis,Chad,,,Africa,14.99999,18.732207,1/2010,2010.0,507.0,56.0,Epidemic,"USAID, ""Chad – Complex Emergency,"" March 26, 2010.",http://www.usaid.gov/our_work/humanitarian_assistance/disaster_assistance/countries/chad/template/fs_sr/fy2010/chad_ce_sr02_03-26-2010.pdf,,,,,,,,,,,,,,
Measles,Measles,Chad,,,Africa,13.60328,19.09424,1/2011-12/2011,2011.0,8650.0,63.0,Epidemic,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/,,,,,,,,,,,,,,
Polio,Polio,Chad,,,Africa,15.45417,18.73221,08/2011,2011.0,15.0,0.0,Cluster,"World Health Organization , ""Polio in Angola – high risk of international spread,"" July 19, 2010.",http://apps.who.int/immunization_monitoring/en/diseases/poliomyelitis/afpextract.cfm,,,,,,,,,,,,,,
Polio,Polio,Chad,,,Africa,12.55456,16.61133,1/2012-11/2012,2012.0,5.0,0.0,Cluster,"""Global update: Polio Eradication Initiative."" Global Polio Eradication Initiative, November 20, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx,,,,,,,,,,,,,,
Measles,Measles,Chad,,,Africa,11.78133,21.79688,3/2013,2013.0,4.0,0.0,Cluster,"Radio Dabanga. ""4 cases of measles emerge in Sudan refugee camp."" March 22, 2013.
",http://www.radiodabanga.org/node/45259,,,,,,,,,,,,,,
Measles,Measles,Chad,Hadjer Lamis,,Africa,12.45773,16.72346,4/2014,2014.0,193.0,0.0,Epidemic,"Medicines San Frontieres. ""Chad: Despite mass vaccination, measles cases in N’djamena not decreasing."" April 1, 2014.",http://www.msf.org/article/chad-despite-mass-vaccination-measles-cases-n%E2%80%99djamena-not-decreasing,,,,,,,,,,,,,,
Measles,Measles,Chad,N'djamena,,Africa,12.10480,15.04451,4/2014,2014.0,2511.0,0.0,Epidemic,"Medicines San Frontieres. ""Chad: Despite mass vaccination, measles cases in N’djamena not decreasing."" April 1, 2014.",http://www.msf.org/article/chad-despite-mass-vaccination-measles-cases-n%E2%80%99djamena-not-decreasing,,,,,,,,,,,,,,
Attacks,Announcement,Chad,Lake Chad,,Africa,13.330266,14.100133,2016-10-01T00:00:00Z,2016.0,0.0,0.0,Announcement,"Reuters Africa. ""Health workers race to vaccinate 41 mln children against polio in Lake Chad - UN."" October 11, 2016.",http://af.reuters.com/article/topNews/idAFKCN12B258?utm_content=buffer693fb&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,,,,,,,,,,,,,,
Measles,Measles,Chile,,,South America,-35.675147,-71.542969,10/2011,2011.0,6.0,0.0,Cluster,"Measles outbreaks: Regions of the Americas, Europe and Africa. World Health Organization .",http://www.who.int/csr/don/2011_10_07/en/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Chile,,,South America,-33.04565,-71.62036,1/2012-3/2012,2012.0,643.0,5.0,Epidemic,"Nacional. ""Tos convulsiva: Se duplican casos y ya hay 5 guaguas fallecidas"", April 2, 2012.",http://www.lanacion.cl/tos-convulsiva-se-duplican-casos-y-ya-hay-5-guaguas-fallecidas/noticias/2012-04-02/184026.html,,,,,,,,,,,,,,
Measles,Measles,Chile,Santiago,,South America,-33.44889,-70.66927,5/2015-9/2016,2015.0,9.0,0.0,Cluster,"PAHO/WHO. ""Region of the Americas is declared free of measles."" September 28, 2016. ",http://www.paho.org/hq/index.php?option=com_content&view=article&id=12528%3Aregion-americas-declared-free-measles&Itemid=1926&lang=en,,,,,,,,,,,,,,
Measles,Measles,China,,,Asia,35.85121,104.51569,01/2008-12/2008,2008.0,131441.0,0.0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html,,,,,,,,,,,,,,
Other,Typhoid,China,Hubei,                              ,Asia,30.545861,114.341921,12/2008,2008.0,81.0,0.0,Epidemic,"Xinhua News.""Outbreak of typhoid fever under control in central China."" December 27, 2008.",http://news.xinhuanet.com/english/2008-12/27/content_10565268.htm,,,,,,,,,,,,,,
Measles,Measles,China,,,Asia,35.85121,104.51569,01/2009-12/2009,2009.0,52461.0,0.0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html,,,,,,,,,,,,,,
Measles,Measles,China,,,Asia,35.85121,104.51569,01/2010-12/2010,2010.0,3538.0,0.0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html,,,,,,,,,,,,,,
Polio,Polio,China,,,Asia,35.38905,85.60547,09/2011,2011.0,9.0,0.0,Cluster,"Reuter. ""WHO reports polio outbreak in China, warns of spread."" September 20, 2011.",http://www.reuters.com/article/2011/09/20/us-polio-china-idUSTRE78J48320110920,,,,,,,,,,,,,,
Measles,Measles,China,,,Asia,35.85121,104.51569,01/2011-12/2011,2011.0,9943.0,0.0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html,,,,,,,,,,,,,,
Measles,Measles,China,,,Asia,35.74428,104.07074,01/2012-06/2012,2012.0,2731.0,0.0,Epidemic,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html,,,,,,,,,,,,,,
Measles,Measles,China,,,Asia,35.46067,91.75781,1/2013,2013.0,27646.0,0.0,Epidemic,"Timmons, Heather. ""China's vast urban migration is creating a new measles epidemic."" Quartz. July 7, 2014.",http://qz.com/230782/chinas-vast-urban-migration-is-creating-new-measles-outbreaks/,,,,,,,,,,,,,,
Measles,Measles,China,,,Asia,35.86166,104.195397,1/2014-7/2014,2014.0,35677.0,15.0,Epidemic,"Pinghui, Zhuang. ""Measles makes a comeback in China as vaccination falters among migrants workers."" July 7, 2013.",http://www.scmp.com/news/china/article/1548296/measles-makes-comeback-china-vaccination-falters-among-migrant-workers,,,,,,,,,,,,,,
Measles,Measles,China,,,Asia,30.57099,113.68758,8/2015,2015.0,79499.0,13.0,Epidemic,"Herriman, Robert. ""Measles in Asia: Mongolia cases way up; Philippines and Vietnam, down significantly."" Outbreak News Today. August 24, 2015. ",http://outbreaknewstoday.com/measles-in-asia-mongolia-cases-way-up-philippines-and-vietnam-down-significantly-37715/,,,,,,,,,,,,,,
Rubella,Rubella,China,,,Asia,25.04581,102.71000,1/2015-11/2015,2015.0,15.0,0.0,Cluster,"Wong Chung Yin Xuesong, ""Dulong Township rubella epidemic was promptly extinguished."" Nujiang. November 25, 2015. ",http://www.nujiang.cn/html/2015/gongshan_1125_33028.html,,,,,,,,,,,,,,
Other,Yellow Fever,China,,,Asia,35.86166,104.195397,4/2016,2016.0,11.0,0.0,Secondary,"World Health Organization. ""Situation Report: Zika Virus Disease,Yellow Fever, Ebola Virus Disease."" April 28, 2016",http://apps.who.int/iris/bitstream/10665/205686/1/WHOsitrep_28Apr2016_eng.pdf?ua=1,,,,,,,,,,,,,,
Measles,Measles,Colombia,,,South America,5.01806,-74.07583,09/2011,2011.0,7.0,0.0,Cluster,"Cast, Sarah. ""Measles outbreak in Colombia, govt rushes to vaccinate 8 million ."" Colombia Reports (Baranquilla), September 16, 2011.",http://colombiareports.com/colombia-news/news/19039-measles-outbreak-in-colombia-govt-rushes-to-vaccinate-8-million.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Colombia,,,South America,4.570868,-73.49992,1/2011-12/2011,2011.0,14.0,14.0,Cluster,"""Altamente contagiosa: Alerta en Bogotá por rebrote de Tos ferina,"" Aporrea, July 11, 2012.",http://www.aporrea.org/internacionales/n217707.html,,,,,,,,,,,,,,
Mumps,Mumps,Colombia,Bogota,,South America,4.59806,-74.07583,09/2011-10/2011,2011.0,323.0,0.0,Epidemic,"HealthMap | Alert Summary. HealthMap | Global Health, Local Knowledge.",http://healthmap.org/a.php?929906&trto=en&trfr=en&pid4954,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Colombia,Bogota,,South America,4.59806,-74.07583,9/2012-11/2012,2012.0,589.0,50.0,Epidemic,"""Pertussis - Colombia: Alert."" International Society for Infectious Diseases, November 8, 2011.",http://www.promedmail.org/direct.php?id=20121108.1400201,,,,,,,,,,,,,,
Measles,Measles,Cote d'Ivoire,,,Africa,8.39989,-5.54708,1/2010-4/2010,2010.0,491.0,3.0,Epidemic,"UNICEF, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.",http://www.unicef.org/media/media_53399.html,,,,,,,,,,,,,,
Measles,Measles,Cote d'Ivoire,,,Africa,7.00189,-5.54708,1/2011-2/2011,2011.0,47.0,0.0,Epidemic,"Scott, Stearns . ""UN: Ivory Coast Measles Outbreak Linked to Political Crisis."" Voice of America (Washington), February 15, 2011.",http://www.voanews.com/english/news/africa/UN-Ivory-Coast-Measles-Outbreak-Linked-to-Political-Crisis-116246019.html,,,,,,,,,,,,,,
Polio,Polio,Cote d'Ivoire,,,Africa,7.44962,-5.71289,1/2011-12/2011,2011.0,36.0,0.0,Epidemic,"Global Polio Eradication Initiative. ""Case breakdown by country."" August, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx,,,,,,,,,,,,,,
Attacks,Violence,Cote d'Ivoire,,,Africa,7.539381,-5.543922,3/2014-5/2014,2014.0,0.0,0.0,Announcement,"Irin. ""Côte d’Ivoire: Unrest delays polio vaccination drive."" May 6, 2014.",http://www.irinnews.org/report/92659/cote-d-ivoire-unrest-delays-polio-vaccine-drive,,,,,,,,,,,,,,
Measles,Measles,Croatia,,,Europe,45.100000,15.200000,2017-02-01T00:00:00Z,2017-02-01T00:00:00Z,2.0,0.0,Cluster,"Pavlic, Vedran. ""Due to Anti-Vaccination Conspiracy Theories, Measles Return to Croatia."" Total Croatia News. February 19, 2017",https://www.total-croatia-news.com/lifestyle/16719-due-to-anti-vaccination-conspiracy-theories-measles-return-to-croatia,,,,,,,,,,,,,,
Measles,Measles,Cyprus,,,Europe,35.12641,33.42986,11/2011-10/2012,2012.0,1.0,0.0,Isolated,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf,,,,,,,,,,,,,,
Measles,Measles,Czech Republic,,,Europe,49.81749,15.47296,11/2011-10/2012,2012.0,23.0,0.0,Cluster,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf,,,,,,,,,,,,,,
Measles,Measles,Czech Republic,Moravia-Silesia,,Europe,49.730533,18.233264,4/2017,2017.0,121.0,0.0,Epidemic,"Hengy, Claude. ""L'épidémie de rougeole continue sa progression en Europe."" MesVaccins.net. June 8, 2017.",https://www.mesvaccins.net/web/news/10828-l-epidemie-de-rougeole-continue-sa-progression-en-europe,,,,,,,,,,,,,,
Measles,Measles,Denmark,,,Europe,56.26392,9.50179,12/2008-1/2009,2009.0,6.0,0.0,Cluster,"C Groth, B E Böttiger, A Plesner, A H Christiansen, S Glismann, B Hogh. ""Nosocomial measles cluster in Denmark following an imported case, December 2008-January 2009."" Eurosurveillance. February 26, 2009. ",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19126,,,,,,,,,,,,,,
Measles,Measles,Denmark,,,Europe,56.26392,9.50178,11/2011-10/2012,2012.0,2.0,0.0,Cluster,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf,,,,,,,,,,,,,,
Measles,Measles,Denmark,,,Europe,56.26392 ,9.501785,1/2013-12/2013,2013.0,9.0,0.0,Cluster,"Rasmussen, L.D. et. al. ""Phylogenetic and epidemiological analysis of measles outbreaks in Denmark, 2013 to 2014."" Eurosurveillance. October 1, 2015. ",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=21254,,,,,,,,,,,,,,
Measles,Measles,Denmark,,,Europe,56.26392 ,9.501785,1/2014-12/2014,2014.0,8.0,0.0,Cluster,"Rasmussen, L.D. et. al. ""Phylogenetic and epidemiological analysis of measles outbreaks in Denmark, 2013 to 2014."" Eurosurveillance. October 1, 2015. ",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=21254,,,,,,,,,,,,,,
Other,Diphtheria,Denmark,,,Europe,56.26392,9.50179,7/2015,2015.0,1.0,0.0,Isolated ,"Herriman, Robert. ""Europe reporting imported cutaneous diphtheria in refugees."" Outbreak News Today, August 1, 2015.  ",http://outbreaknewstoday.com/europe-reporting-imported-cutaneous-diphtheria-in-refugees-10571/,,,,,,,,,,,,,,
Measles,Measles,DR Congo,,,Africa,-2.41628,14.94141,1/2010-12/2010,2010.0,4861.0,79.0,Epidemic,"Mancini, Silvia, et al. ""Description of a large measles epidemic in Democratic Republic of Congo, 2010-2013."" Conflict and Health, 8.1:9. July 3, 2014.",http://www.conflictandhealth.com/content/8/1/9,,,,,,,,,,,,,,
Polio,Polio,DR Congo,,,Africa,-4.038333,21.758664,11/2010,2010.0,63.0,0.0,Epidemic,"StarAfrica. ""Congo Dem Republic: DR Congo reports 63 cases of polio."" Portal to Africa, November 25, 2010.",http://www.energypublisher.com/article.asp?id=44070,,,,,,,,,,,,,,
Polio,Polio,DR Congo,,,Africa,-4.310395,15.371668,8/2011,2011.0,3.0,0.0,Secondary,"Global Polio Eradication Initiative. ""Polio this week - As of Wednesday 16 November 2011."" November 16, 2011/",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx,,,,,,,,,,,,,,
Measles,Measles,DR Congo,,,Africa,-2.50409,20.61035,1/2011-12/2011,2011.0,134042.0,0.0,Epidemic,"World Health Organization. ""WHO: Measles deaths decline, but elimination progress stalls in some regions."" January 17, 2013",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/,,,,,,,,,,,,,,
Polio,Polio,DR Congo,,,Africa,-3.25021,24.47754,1/2011-12/2011,2011.0,93.0,0.0,Epidemic,"""Global update: Polio Eradication Initiative."" Global Polio Eradication Initiative, August, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx,,,,,,,,,,,,,,
Measles,Measles,DR Congo,,,Africa,-4,26,1/2012-12/2012,2012.0,73844.0,2023.0,Epidemic,"Mancini, Silvia, et al. ""Description of a large measles epidemic in Democratic Republic of Congo, 2010-2013."" Conflict and Health, 8.1:9. July 3, 2014.",http://www.conflictandhealth.com/content/8/1/9,,,,,,,,,,,,,,
Polio,Polio,DR Congo,Katanga,,Africa,-4.12389,24.73992,1/2012-4/2012,2012.0,17.0,0.0,Cluster,"""Global update: Polio Eradication Initiative."" Global Polio Eradication Initiative, November, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx,,,,,,,,,,,,,,
Measles,Measles,DR Congo,,,Africa,-3.050001,26.45,1/2013,2013.0,75.0,0.0,Epidemic,"Radio Okapi, ""Maniema: l’épidémie de rougeole déclarée dans la zone de santé de Kunda,"" January 8, 2013.",http://radiookapi.net/actualite/2013/01/08/maniema-lepidemie-de-rougeole-declaree-dans-la-zone-de-sante-de-kunda/,,,,,,,,,,,,,,
Measles,Measles,DR Congo,,,Africa,-2.8800,23.656,1/2013-12/2013,2013.0,81949.0,1297.0,Epidemic,"Mancini, Silvia, et al. ""Description of a large measles epidemic in Democratic Republic of Congo, 2010-2013."" Conflict and Health, 8.1:9. July 3, 2014.",http://www.conflictandhealth.com/content/8/1/9,,,,,,,,,,,,,,
Measles,Measles,DR Congo,Kasumbalesa,,Africa,-12.1975,27.79778,8/2013-9/2013,2013.0,60.0,2.0,Epidemic,"Radio Okapi. ""Kasumbalesa: 60 cas de rougeole dont 2 deces en 40 jours,"" September 10, 2013.",http://radiookapi.net/actualite/2013/09/10/kasumbalesa-60-cas-de-rougeole-dont-2-deces-en-40-jours/,,,,,,,,,,,,,,
Measles,Measles,DR Congo,Likasi,,Africa,-10.98333,26.73333,2/2014,2014.0,204.0,2.0,Epidemic,"Radio Okapi. ""Katanga: more than 200 children suffering from measles Likasi."" February 27, 2014.",http://radiookapi.net/actualite/2014/02/27/katanga-plus-de-200-souffrent-de-rougeole-likasi/,,,,,,,,,,,,,,
Measles,Measles,DR Congo,Lusangi,,Africa,-4.64303,27.13182,2/2014,2014.0,76.0,2.0,Cluster,"Radio Okapi. ""Maniema: over 76 measles cases listed in Lusangi."" February 27, 2014.",http://radiookapi.net/en-bref/2014/02/27/maniema-plus-de-76-cas-de-rougeole-repertories-lusangi/,,,,,,,,,,,,,,
Measles,Measles,DR Congo,,,Africa,-8.885115,26.419389,1/2015-10/2015,2015.0,30000.0,428.0,Epidemic,"Ross, Aaron. ""Deadly measles outbreak kills 400 in southeast Congo."" Independent.ie News. October 16, 2015. ",http://www.independent.ie/world-news/deadly-measles-outbreak-kills-400-in-southeast-congo-34115712.html,,,,,,,,,,,,,,
Measles,Measles,DR Congo,Katanga,,Africa,-8.88511,26.41939,11/2015,2015.0,39619.0,474.0,Epidemic,"Doctors Without Borders. ""DRC: Katanga Measles Crisis Update - December 2015
."" December 29,2015. ",http://www.msf.org/article/drc-katanga-measles-crisis-update-december-2015,,,,,,,,,,,,,,
Other,Yellow Fever,DR Congo,,,Africa,-8.885115,26.419389,3/2016-4/2016,2016.0,16.0,0.0,Secondary,"World Health Organization. ""Situation Report: Zika Virus Disease,Yellow Fever, Ebola Virus Disease."" April 28, 2016",http://apps.who.int/iris/bitstream/10665/205686/1/WHOsitrep_28Apr2016_eng.pdf?ua=1,,,,,,,,,,,,,,
Polio,Polio,DR Congo,,,Africa,-7.705275,24.904221,2/2017,2017.0,4.0,0.0,Cluster,"Polio Global Eradication Initiative. ""Polio This Week as of 21 June 2017."" June 21, 2017.",http://polioeradication.org/polio-today/polio-now/this-week/,,,,,,,,,,,,,,
Attacks,Announcement,DR Congo,,,Africa,-6.145393,24.524264,7/2017,2017.0,0.0,0.0,Announcement,"Médecins Sans Frontières. ""Democratic Republic of Congo: Over one million children vaccinated against measles."" July 28, 2017.",http://www.msf.org/en/article/democratic-republic-congo-over-one-million-children-vaccinated-against-measles,,,,,,,,,,,,,,
Other,Diphtheria,Dominican Republic,,,North America,18.735693,-70.162651,12/2016,2016.0,2.0,1.0,Secondary,"PAHO/WHO. ""Alerta Epidemiológica: Difteria."" December 16, 2016. ",http://www.paho.org/hq/index.php?option=com_docman&task=doc_view&Itemid=270&gid=37506&lang=es,,,,,,,,,,,,,,
Measles,Measles,Ecuador,,,South America,-0.21217,-78.50538,7/2011-12/2011,2011.0,169.0,0.0,Epidemic,"Univsision Noticia. ""169 confirmed cases since July."" December 19, 2011.",http://feeds.univision.com/feeds/article/2011-12-18/brote-de-sarampion-en-ecuador,,,,,,,,,,,,,,
Measles,Measles,Ecuador,,,South America,-0.14648,-78.47519,1/2012-9/2016,2012.0,203.0,0.0,Epidemic,"PAHO/WHO. ""Region of the Americas is declared free of measles."" September 28, 2016. ",http://www.paho.org/hq/index.php?option=com_content&view=article&id=12528%3Aregion-americas-declared-free-measles&Itemid=1926&lang=en,,,,,,,,,,,,,,
Mumps,Mumps,Egypt,,,Africa,26.82055,30.8025,10/2012,2012.0,583.0,0.0,Epidemic,"Herriman, Robert. ""Egypt mumps outbreak more than triples in one week."" Examiner.com. October 8, 2012.",http://www.examiner.com/article/egypt-mumps-outbreak-more-than-triples-one-week,,,,,,,,,,,,,,
Measles,Measles,Egypt,,,Africa,29.20317,25.51955,12/2014,2014.0,139.0,6.0,Epidemic,"Samy, Abdallah. ""Egypt is no longer free from Measles."" December 7, 2014.",http://tinyurl.com/n4jjexn,,,,,,,,,,,,,,
